ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget_voyage_annuel,durée moyenne de voyage annuelle (en jours)
199,29,Autre,aventure,Australie,hiver,6,5,1023,Paypal,4,25-02-2025,19-03-2025,25-02-2025 au 19-03-2025,7099,17.0
200,34,Autre,aventure,Australie,printemps,10,2,4664,Carte de crédit,2,20-01-2025,06-02-2025,20-01-2025 au 06-02-2025,6387,1.0
201,21,Autre,aventure,Pérou,hiver,6,5,1025,Virement,3,17-06-2024,18-06-2024,17-06-2024 au 18-06-2024,5089,21.0
202,28,Autre,détente,Népal,automne,9,2,3417,Carte de crédit,5,01-03-2025,22-03-2025,01-03-2025 au 22-03-2025,4030,19.0
203,24,Autre,aventure,Islande,automne,10,3,4664,Virement,3,20-02-2025,11-03-2025,20-02-2025 au 11-03-2025,6047,14.0
204,44,M,détente,Népal,automne,6,3,1025,Virement,3,24-01-2025,07-02-2025,24-01-2025 au 07-02-2025,5590,14.0
205,30,Autre,culturel,Maroc,été,12,3,7178,Carte de crédit,2,08-03-2025,22-03-2025,08-03-2025 au 22-03-2025,6343,3.0
206,49,M,détente,France,hiver,7,2,1755,Virement,3,27-08-2024,30-08-2024,27-08-2024 au 30-08-2024,5953,22.0
207,29,F,aventure,Brésil,hiver,9,1,3418,Virement,3,04-12-2024,26-12-2024,04-12-2024 au 26-12-2024,6574,5.0
208,36,Autre,culturel,Maroc,été,7,2,1773,Paypal,3,10-07-2024,15-07-2024,10-07-2024 au 15-07-2024,4197,8.0
209,47,Autre,aventure,Vietnam,été,15,4,9649,Virement,1,14-09-2024,22-09-2024,14-09-2024 au 22-09-2024,6976,18.0
210,33,F,aventure,Maroc,automne,5,3,413,Virement,3,11-10-2024,29-10-2024,11-10-2024 au 29-10-2024,5296,5.0
211,44,M,aventure,Brésil,automne,10,1,4664,Paypal,3,27-07-2024,01-08-2024,27-07-2024 au 01-08-2024,8113,25.0
212,26,Autre,détente,Australie,été,5,5,420,Paypal,2,19-07-2024,13-08-2024,19-07-2024 au 13-08-2024,3966,8.0
213,27,M,aventure,Pérou,printemps,13,5,8248,Virement,3,09-05-2024,17-05-2024,09-05-2024 au 17-05-2024,7604,5.0
214,45,M,culturel,Costa Rica,automne,8,5,2580,Carte de crédit,2,13-07-2024,18-07-2024,13-07-2024 au 18-07-2024,5297,17.0
215,28,M,aventure,Vietnam,automne,10,1,4670,Carte de crédit,1,22-09-2024,09-10-2024,22-09-2024 au 09-10-2024,4023,4.0
216,22,F,culturel,Pérou,été,7,5,1776,Virement,5,04-05-2024,08-05-2024,04-05-2024 au 08-05-2024,4274,18.0
217,39,Autre,aventure,Népal,hiver,12,4,7184,Virement,4,13-11-2024,01-12-2024,13-11-2024 au 01-12-2024,4519,30.0
218,18,Autre,aventure,France,hiver,15,3,9652,Virement,3,31-07-2024,30-08-2024,31-07-2024 au 30-08-2024,5636,20.0
219,34,Autre,aventure,France,automne,8,5,2581,Paypal,3,15-06-2024,05-07-2024,15-06-2024 au 05-07-2024,5784,1.0
220,39,F,aventure,Brésil,été,10,2,4671,Paypal,4,08-01-2025,09-01-2025,08-01-2025 au 09-01-2025,4139,16.0
221,36,F,culturel,Bali,hiver,13,2,8266,Carte de crédit,3,14-04-2024,30-04-2024,14-04-2024 au 30-04-2024,4963,3.0
222,42,Autre,culturel,Japon,été,8,2,2611,Virement,3,17-08-2024,20-08-2024,17-08-2024 au 20-08-2024,8213,13.0
223,50,F,culturel,Maroc,été,12,3,7194,Paypal,1,07-01-2025,20-01-2025,07-01-2025 au 20-01-2025,7591,8.0
224,42,Autre,détente,Bali,hiver,11,1,5968,Virement,2,26-02-2025,06-03-2025,26-02-2025 au 06-03-2025,5654,25.0
225,44,Autre,aventure,Maroc,hiver,5,1,423,Virement,3,24-07-2024,18-08-2024,24-07-2024 au 18-08-2024,5057,21.0
226,25,M,aventure,Costa Rica,hiver,12,5,7204,Virement,1,25-01-2025,15-02-2025,25-01-2025 au 15-02-2025,5180,24.0
227,27,Autre,aventure,Norvège,été,9,2,3420,Carte de crédit,3,29-11-2024,23-12-2024,29-11-2024 au 23-12-2024,5920,19.0
228,18,M,culturel,Népal,hiver,11,2,5973,Virement,5,07-06-2024,26-06-2024,07-06-2024 au 26-06-2024,3466,5.0
229,34,Autre,détente,Vietnam,hiver,11,5,5976,Virement,4,19-03-2025,24-03-2025,19-03-2025 au 24-03-2025,4614,26.0
230,33,M,culturel,Costa Rica,été,9,4,3434,Virement,2,04-07-2024,30-07-2024,04-07-2024 au 30-07-2024,2497,12.0
231,40,Autre,culturel,Japon,été,11,4,5987,Virement,2,26-10-2024,07-11-2024,26-10-2024 au 07-11-2024,5599,28.0
232,36,Autre,culturel,France,été,12,1,7210,Virement,2,09-01-2025,06-02-2025,09-01-2025 au 06-02-2025,5971,27.0
233,33,Autre,culturel,Costa Rica,hiver,6,4,1044,Paypal,2,14-05-2024,10-06-2024,14-05-2024 au 10-06-2024,4275,6.0
234,27,F,détente,Japon,été,14,5,9123,Virement,2,28-12-2024,03-01-2025,28-12-2024 au 03-01-2025,7361,30.0
235,43,M,détente,Australie,été,12,5,7216,Virement,2,24-09-2024,24-10-2024,24-09-2024 au 24-10-2024,3161,15.0
236,27,F,aventure,France,hiver,11,4,5988,Carte de crédit,4,25-03-2025,09-04-2025,25-03-2025 au 09-04-2025,2803,24.0
237,44,Autre,détente,Brésil,automne,9,3,3447,Carte de crédit,3,08-10-2024,01-11-2024,08-10-2024 au 01-11-2024,5337,18.0
238,35,M,culturel,France,hiver,10,5,4678,Carte de crédit,2,11-06-2024,29-06-2024,11-06-2024 au 29-06-2024,6571,4.0
239,47,F,détente,Costa Rica,été,7,1,1782,Virement,2,17-09-2024,21-09-2024,17-09-2024 au 21-09-2024,7526,3.0
240,41,F,culturel,Norvège,hiver,14,2,9129,Carte de crédit,3,01-07-2024,04-07-2024,01-07-2024 au 04-07-2024,4312,5.0
241,18,F,détente,Japon,été,11,2,6002,Virement,3,16-06-2024,21-06-2024,16-06-2024 au 21-06-2024,6618,7.0
242,53,Autre,culturel,Maroc,été,16,5,9879,Virement,4,20-05-2024,27-05-2024,20-05-2024 au 27-05-2024,4942,16.0
243,35,Autre,détente,Australie,printemps,9,4,3457,Virement,1,24-10-2024,09-11-2024,24-10-2024 au 09-11-2024,4741,6.0
244,39,M,culturel,Norvège,été,5,3,452,Virement,3,20-09-2024,26-09-2024,20-09-2024 au 26-09-2024,6325,15.0
245,34,F,détente,Australie,automne,16,5,9880,Carte de crédit,1,30-08-2024,14-09-2024,30-08-2024 au 14-09-2024,5978,21.0
246,36,Autre,aventure,France,été,10,3,4688,Virement,3,30-09-2024,21-10-2024,30-09-2024 au 21-10-2024,2635,26.0
247,40,F,détente,Australie,été,6,5,1051,Virement,1,08-02-2025,06-03-2025,08-02-2025 au 06-03-2025,7215,21.0
248,43,M,détente,Norvège,hiver,5,3,463,Carte de crédit,2,07-05-2024,28-05-2024,07-05-2024 au 28-05-2024,7070,18.0
249,20,M,détente,Vietnam,hiver,10,5,4702,Paypal,2,19-02-2025,09-03-2025,19-02-2025 au 09-03-2025,4062,27.0
250,47,Autre,culturel,Pérou,été,13,3,8270,Paypal,2,01-09-2024,28-09-2024,01-09-2024 au 28-09-2024,5594,24.0
251,31,Autre,aventure,Maroc,été,10,4,4735,Paypal,5,03-08-2024,27-08-2024,03-08-2024 au 27-08-2024,5741,10.0
252,22,Autre,culturel,Norvège,hiver,9,1,3514,Carte de crédit,3,08-08-2024,18-08-2024,08-08-2024 au 18-08-2024,5391,7.0
253,45,F,culturel,Norvège,été,9,5,3522,Virement,1,29-01-2025,05-02-2025,29-01-2025 au 05-02-2025,4175,25.0
254,31,Autre,détente,Australie,hiver,10,5,4761,Virement,1,14-04-2024,09-05-2024,14-04-2024 au 09-05-2024,3993,6.0
255,40,F,culturel,France,hiver,7,2,1787,Carte de crédit,1,11-02-2025,17-02-2025,11-02-2025 au 17-02-2025,4962,8.0
256,35,Autre,aventure,Islande,automne,8,3,2622,Carte de crédit,4,26-11-2024,04-12-2024,26-11-2024 au 04-12-2024,6759,28.0
257,38,Autre,aventure,Costa Rica,été,10,3,4768,Carte de crédit,2,29-08-2024,26-09-2024,29-08-2024 au 26-09-2024,5815,30.0
258,18,Autre,détente,Japon,été,9,2,3526,Paypal,2,22-12-2024,21-01-2025,22-12-2024 au 21-01-2025,4444,26.0
259,30,Autre,détente,Népal,hiver,11,2,6019,Carte de crédit,2,19-05-2024,14-06-2024,19-05-2024 au 14-06-2024,6158,29.0
260,41,M,aventure,Australie,été,8,1,2625,Virement,1,30-05-2024,28-06-2024,30-05-2024 au 28-06-2024,727,16.0
261,22,M,culturel,Islande,été,8,4,2628,Paypal,2,20-06-2024,06-07-2024,20-06-2024 au 06-07-2024,6723,25.0
262,60,Autre,détente,Bali,été,13,1,8276,Paypal,1,16-08-2024,10-09-2024,16-08-2024 au 10-09-2024,2390,17.0
263,33,F,détente,Pérou,hiver,10,3,4775,Paypal,3,26-11-2024,13-12-2024,26-11-2024 au 13-12-2024,4456,15.0
264,46,M,aventure,Bali,automne,7,4,1799,Paypal,4,27-12-2024,11-01-2025,27-12-2024 au 11-01-2025,3320,20.0
265,40,M,culturel,Brésil,été,10,2,4776,Virement,2,27-08-2024,16-09-2024,27-08-2024 au 16-09-2024,3058,7.0
266,34,Autre,aventure,Népal,hiver,9,5,3531,Virement,3,28-11-2024,05-12-2024,28-11-2024 au 05-12-2024,6741,28.0
267,55,Autre,détente,Népal,été,10,2,4783,Paypal,3,05-01-2025,02-02-2025,05-01-2025 au 02-02-2025,4298,20.0
268,39,Autre,détente,Norvège,printemps,6,4,1058,Virement,2,29-07-2024,18-08-2024,29-07-2024 au 18-08-2024,5520,30.0
269,37,F,détente,Islande,été,13,2,8287,Virement,3,17-09-2024,17-10-2024,17-09-2024 au 17-10-2024,4930,12.0
270,20,M,aventure,Norvège,été,8,1,2630,Virement,1,02-01-2025,14-01-2025,02-01-2025 au 14-01-2025,5716,5.0
271,23,M,aventure,Népal,printemps,12,4,7217,Virement,3,17-12-2024,22-12-2024,17-12-2024 au 22-12-2024,5115,10.0
272,27,Autre,culturel,Bali,automne,14,3,9172,Virement,1,02-06-2024,12-06-2024,02-06-2024 au 12-06-2024,3076,6.0
273,37,M,culturel,Pérou,automne,9,2,3531,Paypal,3,20-06-2024,26-06-2024,20-06-2024 au 26-06-2024,6494,22.0
274,42,Autre,aventure,Costa Rica,hiver,9,3,3531,Paypal,1,27-04-2024,19-05-2024,27-04-2024 au 19-05-2024,4259,28.0
275,19,Autre,détente,Australie,hiver,6,4,1071,Paypal,3,12-03-2025,09-04-2025,12-03-2025 au 09-04-2025,2665,20.0
276,42,Autre,détente,Népal,printemps,10,4,4785,Paypal,3,17-11-2024,07-12-2024,17-11-2024 au 07-12-2024,4358,16.0
277,31,Autre,aventure,Norvège,hiver,5,5,471,Carte de crédit,4,30-03-2024,15-04-2024,30-03-2024 au 15-04-2024,7251,4.0
278,25,Autre,aventure,Maroc,été,9,3,3537,Carte de crédit,2,02-03-2025,06-03-2025,02-03-2025 au 06-03-2025,6275,28.0
279,42,Autre,aventure,Maroc,été,10,5,4785,Virement,3,15-11-2024,13-12-2024,15-11-2024 au 13-12-2024,4477,1.0
280,33,Autre,détente,Pérou,printemps,15,2,9652,Carte de crédit,3,04-01-2025,05-01-2025,04-01-2025 au 05-01-2025,4476,23.0
281,31,M,aventure,Népal,hiver,11,3,6021,Paypal,4,04-09-2024,27-09-2024,04-09-2024 au 27-09-2024,4518,13.0
282,63,F,détente,France,printemps,9,4,3550,Carte de crédit,4,04-03-2025,17-03-2025,04-03-2025 au 17-03-2025,8115,6.0
283,40,Autre,culturel,Islande,été,9,5,3568,Virement,4,13-09-2024,19-09-2024,13-09-2024 au 19-09-2024,5573,25.0
284,30,Autre,détente,Vietnam,automne,7,2,1829,Virement,2,03-10-2024,28-10-2024,03-10-2024 au 28-10-2024,5645,4.0
285,18,Autre,culturel,Costa Rica,été,12,3,7224,Virement,1,07-01-2025,11-01-2025,07-01-2025 au 11-01-2025,6545,22.0
286,28,Autre,culturel,France,été,12,1,7233,Virement,3,03-02-2025,25-02-2025,03-02-2025 au 25-02-2025,5358,10.0
287,35,Autre,aventure,Japon,automne,11,5,6034,Virement,4,24-01-2025,03-02-2025,24-01-2025 au 03-02-2025,4611,18.0
288,31,M,aventure,Japon,automne,10,4,4800,Virement,3,20-04-2024,08-05-2024,20-04-2024 au 08-05-2024,4705,7.0
289,31,F,culturel,Norvège,printemps,6,2,1083,Paypal,2,21-11-2024,28-11-2024,21-11-2024 au 28-11-2024,4893,12.0
290,35,F,culturel,Japon,hiver,13,2,8295,Paypal,2,15-12-2024,27-12-2024,15-12-2024 au 27-12-2024,4944,9.0
291,18,Autre,détente,Australie,hiver,10,1,4801,Carte de crédit,2,13-10-2024,22-10-2024,13-10-2024 au 22-10-2024,6091,18.0
292,31,Autre,détente,Australie,automne,13,1,8299,Virement,4,20-08-2024,07-09-2024,20-08-2024 au 07-09-2024,5078,25.0
293,50,Autre,détente,France,été,11,4,6042,Carte de crédit,3,10-11-2024,05-12-2024,10-11-2024 au 05-12-2024,6099,28.0
294,25,Autre,culturel,France,hiver,11,1,6051,Carte de crédit,4,09-01-2025,06-02-2025,09-01-2025 au 06-02-2025,4879,12.0
295,37,Autre,aventure,Bali,été,5,2,472,Virement,3,10-03-2025,22-03-2025,10-03-2025 au 22-03-2025,5118,12.0
296,33,F,culturel,France,hiver,9,4,3617,Virement,3,03-09-2024,15-09-2024,03-09-2024 au 15-09-2024,2003,9.0
297,44,Autre,aventure,Maroc,été,16,3,9883,Paypal,3,28-12-2024,06-01-2025,28-12-2024 au 06-01-2025,6374,16.0
298,30,M,aventure,Vietnam,printemps,13,1,8316,Carte de crédit,3,15-10-2024,31-10-2024,15-10-2024 au 31-10-2024,5520,24.0
299,39,M,culturel,Bali,été,9,5,3622,Carte de crédit,2,09-10-2024,02-11-2024,09-10-2024 au 02-11-2024,6497,12.0
300,31,F,culturel,Vietnam,hiver,9,3,3625,Paypal,3,03-09-2024,15-09-2024,03-09-2024 au 15-09-2024,656,28.0
301,46,F,aventure,Brésil,hiver,11,2,6078,Virement,4,14-10-2024,11-11-2024,14-10-2024 au 11-11-2024,8133,13.0
302,38,M,culturel,Japon,été,9,3,3677,Virement,4,20-07-2024,02-08-2024,20-07-2024 au 02-08-2024,4791,18.0
303,41,F,culturel,Pérou,hiver,5,3,482,Virement,4,12-04-2024,30-04-2024,12-04-2024 au 30-04-2024,6662,23.0
304,42,M,culturel,Australie,printemps,9,2,3686,Virement,3,12-10-2024,04-11-2024,12-10-2024 au 04-11-2024,3440,26.0
305,35,Autre,détente,Bali,été,6,1,1092,Paypal,2,25-04-2024,21-05-2024,25-04-2024 au 21-05-2024,5919,30.0
306,21,Autre,culturel,Norvège,printemps,8,1,2642,Virement,1,14-08-2024,13-09-2024,14-08-2024 au 13-09-2024,3420,7.0
307,24,F,aventure,Maroc,automne,12,4,7240,Carte de crédit,2,10-08-2024,17-08-2024,10-08-2024 au 17-08-2024,4064,12.0
308,41,M,aventure,Norvège,hiver,5,2,502,Virement,2,30-11-2024,12-12-2024,30-11-2024 au 12-12-2024,7871,8.0
309,35,F,détente,Costa Rica,hiver,11,4,6080,Virement,2,03-02-2025,11-02-2025,03-02-2025 au 11-02-2025,4714,27.0
310,25,F,aventure,Pérou,hiver,10,1,4811,Carte de crédit,2,25-11-2024,22-12-2024,25-11-2024 au 22-12-2024,5326,28.0
311,46,F,aventure,Bali,été,11,2,6092,Paypal,1,07-01-2025,04-02-2025,07-01-2025 au 04-02-2025,6305,7.0
312,23,Autre,culturel,Pérou,printemps,7,1,1831,Virement,3,29-10-2024,05-11-2024,29-10-2024 au 05-11-2024,5744,28.0
313,42,Autre,détente,Costa Rica,printemps,8,2,2644,Paypal,3,17-11-2024,15-12-2024,17-11-2024 au 15-12-2024,5226,27.0
314,45,Autre,culturel,Pérou,hiver,9,5,3687,Paypal,2,09-03-2025,05-04-2025,09-03-2025 au 05-04-2025,5547,18.0
315,27,Autre,culturel,Népal,été,16,5,9897,Virement,1,09-01-2025,27-01-2025,09-01-2025 au 27-01-2025,8605,20.0
316,26,Autre,détente,Népal,automne,13,4,8420,Paypal,3,13-04-2024,03-05-2024,13-04-2024 au 03-05-2024,4914,18.0
317,33,F,culturel,Islande,hiver,8,4,2652,Virement,3,27-12-2024,14-01-2025,27-12-2024 au 14-01-2025,5302,19.0
318,33,Autre,aventure,Australie,hiver,8,1,2654,Virement,3,24-05-2024,12-06-2024,24-05-2024 au 12-06-2024,6576,19.0
319,21,M,aventure,France,été,7,4,1835,Carte de crédit,2,29-11-2024,18-12-2024,29-11-2024 au 18-12-2024,6658,17.0
320,39,F,aventure,Pérou,automne,6,1,1092,Virement,2,04-09-2024,21-09-2024,04-09-2024 au 21-09-2024,6781,19.0
321,31,Autre,culturel,Vietnam,été,10,1,4820,Paypal,2,04-11-2024,23-11-2024,04-11-2024 au 23-11-2024,5958,25.0
322,33,Autre,culturel,Vietnam,printemps,14,2,9228,Virement,4,08-12-2024,02-01-2025,08-12-2024 au 02-01-2025,3285,6.0
323,22,F,culturel,France,été,16,1,9899,Virement,4,31-03-2024,06-04-2024,31-03-2024 au 06-04-2024,7450,23.0
324,26,Autre,culturel,Norvège,été,7,5,1839,Virement,2,26-11-2024,19-12-2024,26-11-2024 au 19-12-2024,3280,21.0
325,21,F,aventure,Vietnam,été,10,5,4844,Virement,2,23-01-2025,13-02-2025,23-01-2025 au 13-02-2025,5454,10.0
326,23,Autre,culturel,Pérou,automne,5,4,515,Paypal,1,06-05-2024,16-05-2024,06-05-2024 au 16-05-2024,3869,11.0
327,43,F,culturel,Islande,automne,9,4,3691,Virement,3,10-12-2024,21-12-2024,10-12-2024 au 21-12-2024,4904,26.0
328,24,Autre,culturel,Costa Rica,hiver,13,5,8452,Carte de crédit,2,20-05-2024,15-06-2024,20-05-2024 au 15-06-2024,5493,22.0
329,44,Autre,culturel,Australie,été,14,5,9241,Virement,4,12-05-2024,03-06-2024,12-05-2024 au 03-06-2024,5482,30.0
330,31,Autre,culturel,Norvège,automne,13,5,8475,Paypal,3,20-11-2024,20-12-2024,20-11-2024 au 20-12-2024,5633,15.0
331,38,Autre,détente,Vietnam,hiver,5,3,517,Carte de crédit,2,15-08-2024,30-08-2024,15-08-2024 au 30-08-2024,7421,10.0
332,42,F,culturel,Brésil,printemps,5,5,550,Virement,3,04-10-2024,14-10-2024,04-10-2024 au 14-10-2024,5680,13.0
333,36,Autre,culturel,Norvège,hiver,8,2,2665,Virement,2,06-09-2024,19-09-2024,06-09-2024 au 19-09-2024,4634,18.0
334,29,F,aventure,Brésil,été,15,4,9678,Carte de crédit,2,05-12-2024,23-12-2024,05-12-2024 au 23-12-2024,6446,21.0
335,29,Autre,culturel,Pérou,automne,5,2,553,Paypal,2,02-03-2025,23-03-2025,02-03-2025 au 23-03-2025,6784,27.0
336,19,M,culturel,Islande,été,12,4,7268,Virement,3,17-11-2024,14-12-2024,17-11-2024 au 14-12-2024,3159,12.0
337,53,Autre,aventure,Népal,automne,12,3,7293,Paypal,2,29-07-2024,10-08-2024,29-07-2024 au 10-08-2024,5896,28.0
338,39,M,détente,Maroc,hiver,7,5,1858,Paypal,3,22-10-2024,19-11-2024,22-10-2024 au 19-11-2024,6052,24.0
339,18,F,aventure,Vietnam,printemps,7,3,1858,Paypal,3,31-03-2024,24-04-2024,31-03-2024 au 24-04-2024,4554,20.0
340,37,F,culturel,Bali,été,8,2,2668,Virement,4,18-11-2024,08-12-2024,18-11-2024 au 08-12-2024,7064,6.0
341,23,Autre,détente,Norvège,automne,9,1,3697,Paypal,1,15-01-2025,21-01-2025,15-01-2025 au 21-01-2025,4775,5.0
342,36,F,culturel,Australie,hiver,8,1,2680,Paypal,3,14-01-2025,19-01-2025,14-01-2025 au 19-01-2025,5188,9.0
343,28,Autre,détente,Bali,été,10,3,4852,Virement,2,20-08-2024,29-08-2024,20-08-2024 au 29-08-2024,4740,13.0
344,38,M,aventure,Islande,été,12,5,7302,Virement,2,10-08-2024,23-08-2024,10-08-2024 au 23-08-2024,5023,19.0
345,40,Autre,culturel,Pérou,hiver,6,4,1099,Carte de crédit,3,14-08-2024,02-09-2024,14-08-2024 au 02-09-2024,3356,18.0
346,44,M,détente,Bali,été,5,1,555,Virement,2,24-06-2024,12-07-2024,24-06-2024 au 12-07-2024,2840,30.0
347,18,Autre,détente,Costa Rica,été,8,1,2693,Carte de crédit,1,18-02-2025,20-03-2025,18-02-2025 au 20-03-2025,7392,2.0
348,36,Autre,culturel,France,printemps,11,2,6121,Paypal,3,15-04-2024,17-04-2024,15-04-2024 au 17-04-2024,3730,10.0
349,18,Autre,détente,Maroc,été,6,3,1114,Paypal,1,21-07-2024,31-07-2024,21-07-2024 au 31-07-2024,3513,28.0
350,18,Autre,culturel,Costa Rica,été,17,5,9951,Carte de crédit,1,04-08-2024,01-09-2024,04-08-2024 au 01-09-2024,1770,1.0
351,24,Autre,culturel,France,été,7,5,1859,Virement,3,06-02-2025,07-02-2025,06-02-2025 au 07-02-2025,4042,6.0
352,28,M,culturel,Vietnam,été,9,1,3725,Virement,3,26-10-2024,01-11-2024,26-10-2024 au 01-11-2024,3015,6.0
353,25,Autre,culturel,France,été,11,4,6131,Paypal,1,25-01-2025,31-01-2025,25-01-2025 au 31-01-2025,7463,9.0
354,30,F,détente,Japon,printemps,10,1,4863,Paypal,2,09-03-2025,18-03-2025,09-03-2025 au 18-03-2025,6515,25.0
355,31,Autre,aventure,Pérou,été,7,3,1859,Virement,2,21-01-2025,15-02-2025,21-01-2025 au 15-02-2025,3968,24.0
356,33,F,aventure,Pérou,hiver,9,4,3740,Virement,5,01-05-2024,25-05-2024,01-05-2024 au 25-05-2024,8379,19.0
357,55,F,culturel,Norvège,automne,10,3,4869,Virement,4,25-08-2024,13-09-2024,25-08-2024 au 13-09-2024,6473,28.0
358,44,F,aventure,Japon,hiver,8,3,2707,Virement,4,18-11-2024,16-12-2024,18-11-2024 au 16-12-2024,4513,14.0
359,28,Autre,culturel,Costa Rica,été,11,5,6131,Carte de crédit,1,11-12-2024,25-12-2024,11-12-2024 au 25-12-2024,1251,19.0
360,31,Autre,culturel,Vietnam,hiver,13,3,8482,Carte de crédit,1,03-11-2024,22-11-2024,03-11-2024 au 22-11-2024,8436,28.0
361,31,M,culturel,Vietnam,hiver,10,4,4874,Virement,3,16-12-2024,13-01-2025,16-12-2024 au 13-01-2025,2916,22.0
362,36,M,aventure,Islande,hiver,6,5,1117,Virement,3,06-07-2024,28-07-2024,06-07-2024 au 28-07-2024,2532,24.0
363,18,M,culturel,Maroc,été,5,4,582,Paypal,3,17-10-2024,10-11-2024,17-10-2024 au 10-11-2024,6534,3.0
364,42,Autre,culturel,Pérou,automne,13,5,8488,Paypal,2,10-08-2024,13-08-2024,10-08-2024 au 13-08-2024,8660,25.0
365,45,Autre,aventure,Norvège,printemps,10,4,4888,Carte de crédit,1,31-08-2024,25-09-2024,31-08-2024 au 25-09-2024,7076,26.0
366,38,Autre,détente,Vietnam,été,11,5,6176,Virement,4,06-01-2025,01-02-2025,06-01-2025 au 01-02-2025,5846,3.0
367,30,Autre,culturel,Australie,hiver,8,5,2716,Carte de crédit,2,06-06-2024,09-06-2024,06-06-2024 au 09-06-2024,5892,17.0
368,18,Autre,culturel,Maroc,printemps,14,3,9264,Paypal,3,16-11-2024,03-12-2024,16-11-2024 au 03-12-2024,6280,9.0
369,30,Autre,détente,Costa Rica,été,5,4,582,Paypal,4,27-08-2024,05-09-2024,27-08-2024 au 05-09-2024,6138,3.0
370,31,Autre,culturel,Pérou,hiver,7,5,1881,Paypal,2,10-08-2024,13-08-2024,10-08-2024 au 13-08-2024,5422,26.0
371,24,Autre,aventure,Pérou,été,5,3,592,Virement,2,19-07-2024,14-08-2024,19-07-2024 au 14-08-2024,5156,20.0
372,35,M,aventure,Vietnam,hiver,7,4,1892,Virement,2,17-03-2025,06-04-2025,17-03-2025 au 06-04-2025,4906,1.0
373,38,M,détente,Japon,été,6,5,1125,Carte de crédit,3,08-08-2024,09-08-2024,08-08-2024 au 09-08-2024,3869,27.0
374,28,F,culturel,Japon,automne,12,3,7311,Carte de crédit,3,07-06-2024,04-07-2024,07-06-2024 au 04-07-2024,4579,29.0
375,22,Autre,culturel,Costa Rica,été,12,2,7316,Carte de crédit,4,21-07-2024,19-08-2024,21-07-2024 au 19-08-2024,2461,4.0
376,32,Autre,culturel,Pérou,hiver,10,4,4923,Virement,3,24-07-2024,28-07-2024,24-07-2024 au 28-07-2024,4852,1.0
377,39,M,culturel,Pérou,été,5,1,605,Carte de crédit,3,20-06-2024,21-06-2024,20-06-2024 au 21-06-2024,3517,30.0
378,18,Autre,détente,Népal,hiver,14,4,9270,Carte de crédit,1,15-08-2024,14-09-2024,15-08-2024 au 14-09-2024,3345,19.0
379,23,Autre,aventure,France,été,14,4,9289,Virement,3,31-03-2024,19-04-2024,31-03-2024 au 19-04-2024,5270,14.0
380,38,Autre,aventure,Brésil,automne,6,4,1128,Virement,2,05-02-2025,19-02-2025,05-02-2025 au 19-02-2025,7088,9.0
381,54,F,aventure,France,été,9,5,3744,Virement,3,20-09-2024,29-09-2024,20-09-2024 au 29-09-2024,6377,20.0
382,18,M,détente,Népal,automne,10,3,4932,Virement,2,06-04-2024,26-04-2024,06-04-2024 au 26-04-2024,2644,22.0
383,24,Autre,détente,France,hiver,14,4,9311,Virement,3,22-08-2024,13-09-2024,22-08-2024 au 13-09-2024,3516,13.0
384,29,F,détente,Pérou,été,14,3,9315,Virement,3,26-01-2025,08-02-2025,26-01-2025 au 08-02-2025,6411,1.0
385,42,Autre,détente,Pérou,hiver,9,1,3744,Virement,3,18-07-2024,19-07-2024,18-07-2024 au 19-07-2024,3526,6.0
386,29,Autre,culturel,Japon,été,11,4,6207,Virement,4,02-09-2024,08-09-2024,02-09-2024 au 08-09-2024,4663,20.0
387,22,Autre,aventure,Maroc,printemps,11,3,6208,Carte de crédit,1,01-04-2024,21-04-2024,01-04-2024 au 21-04-2024,5825,10.0
388,45,Autre,culturel,Vietnam,été,8,1,2737,Virement,2,05-09-2024,15-09-2024,05-09-2024 au 15-09-2024,3547,8.0
389,29,Autre,aventure,Norvège,printemps,10,1,4947,Virement,3,16-11-2024,24-11-2024,16-11-2024 au 24-11-2024,5158,30.0
390,34,F,détente,France,automne,8,4,2752,Virement,3,09-01-2025,08-02-2025,09-01-2025 au 08-02-2025,2999,17.0
391,30,Autre,culturel,Maroc,automne,6,3,1138,Virement,4,27-03-2025,13-04-2025,27-03-2025 au 13-04-2025,4098,16.0
392,26,M,aventure,Maroc,printemps,7,1,1935,Virement,2,03-02-2025,19-02-2025,03-02-2025 au 19-02-2025,5480,8.0
393,50,Autre,culturel,Islande,été,7,3,1953,Paypal,2,24-02-2025,04-03-2025,24-02-2025 au 04-03-2025,2611,28.0
394,41,Autre,culturel,Brésil,été,5,5,620,Virement,2,13-09-2024,11-10-2024,13-09-2024 au 11-10-2024,5661,16.0
395,39,F,aventure,Bali,été,12,2,7359,Paypal,2,23-09-2024,09-10-2024,23-09-2024 au 09-10-2024,4971,19.0
396,41,F,détente,Brésil,automne,7,1,1960,Carte de crédit,2,27-08-2024,15-09-2024,27-08-2024 au 15-09-2024,5829,17.0
397,33,Autre,culturel,Népal,hiver,13,3,8497,Virement,2,19-07-2024,05-08-2024,19-07-2024 au 05-08-2024,5336,15.0
